EST;X688_arroz_1;X688_arroz_2;X688_arroz_3;X688_milho_1;X688_milho_2;X688_milho_3;CNPA_arroz_1;CNPA_arroz_2;CNPA_arroz_3;CNPA_milho_1;CNPA_milho_2;CNPA_milho_3;dieta_arroz_1;dieta_arroz_2;dieta_arroz_3;dieta_milho_1;dieta_milho_2;dieta_milho_3;fm993_arroz_1;fm993_arroz_2;fm993_arroz_3;fm993_milho_1;fm993_milho_2;fm993_milho_3;puita_arroz_1;puita_arroz_2;puita_arroz_3;puita_milho_1;puita_milho_2;puita_milho_3
SF1F02382-3-1 Cluster_SF1F02382-3-1;7.07;15.48;0;5.15;8.75;0;16.4;5.89;9.66;9.88;3.06;7.1;10.75;20.51;11.19;9.99;5.25;3.8;7.37;7.52;0.03;6.36;9.33;0;6.86;11.76;16.56;7.1;8.26;0.87
SF1F02515-3-1;0.19;1.06;10.42;0.24;1.14;34.01;1.34;0.89;0.83;1.06;1.03;0.5;1.57;1.5;0.12;1.5;1.23;0;0.93;0.56;16.1;0.84;0.34;29.58;0.58;1.26;0.54;0;0.9;14.11
SF1F02523-3-1;0;0;0;4.92;1.55;0;0;0.13;0;1.58;0.27;3.05;0;0;0;0.7;2.24;3.39;0.33;0;0.19;2.36;1.03;0;0;0.13;0;4.08;1.47;0
SF1F02533-3-1;2.4;3.14;0;19.81;13.29;0;2.76;3.71;2.14;8.87;11.49;15.61;2.06;3.21;1.46;6.83;20.05;29.98;5.72;1.31;0;11.11;15.18;0;0.84;2.66;0.86;14.55;11.57;0.57
SF1F02534-3-1 Cluster_SF1F02534-3-1;3.98;6.1;0;0.79;4.36;0;1.63;0.05;0.76;0.86;0.39;0.12;9.01;0.61;0.15;4.86;0.56;0;0.57;3.49;0;0.1;1.45;0;0.4;0.42;4.84;1.11;1.57;0.22
SF1F02535-3-1;0;6.47;0;1.66;12.75;0;1.54;0.41;0;1.22;2.47;2.65;1.15;1.76;0;13.19;0.81;2.03;1.98;0.72;0;0.91;4.68;0;0;1.11;5.82;0;1.28;0
SF1F02553-3-1 Cluster_SF1F02553-3-1;4.99;4.1;0;193.67;5.86;0;2.43;3.43;10.95;8.12;9.81;5.8;3.31;0.58;5.18;7.53;17.88;7.48;3.63;22.55;0;4.83;47.84;0;2.24;3.89;4.1;4.97;18.43;0.64
SF1F02605-5-1;0;0;37.34;0;0;13.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;51.55;0;0;14.13;0;0;0;0;0;40.81
SF1F02631-5-1;0.58;44.59;0;2.06;20.75;0;25.52;3.68;3.82;6.59;1.5;4.33;38.98;16.61;7.26;37.02;1.35;1.61;2.07;0.46;0.09;3.85;8.76;0;1.53;3.71;45.49;0;6.3;0.66
SF1F02634-5-1 Cluster_SF1F02538-3-1;2.56;0.49;0;0.84;0.39;0;0.65;2.65;1.84;2.11;0.41;0.65;0.65;0.11;6.86;0.13;0.3;2.39;1.28;2.82;0;1.55;1.07;0;4.76;1.26;0.41;1.57;0.72;0.06
SF1F02647-5-1;0;0;5.79;0;0;77.84;0;0;0;0;0;0.31;0;0;0;0;0;0;0;0;78.62;0;0;51.74;0;0;0;0;0;70.87
SF1F02652-5-1 Cluster_SF1F01157-3-1;230.43;489.62;0;9.45;0;0;340.72;97.41;151.51;39.58;0;0.24;591.02;157.77;32.74;13.64;0;0;150.18;117.14;0;66.96;65.05;0;34.57;80.04;359.69;0;79.02;0
SF1F02680-5-1;0;0.36;7.21;0;0.22;8.4;0;0;0.19;0;0;0;0.1;0;0;0.2;0;0;0;0.2;9.19;0;0.16;8.17;0;0.1;0;0;0;8.6
SF1F02685-5-1 Cluster_SF1F02589-3-1;0;0;16.52;0;0;10.48;0;0;0;0;0;0.08;0;0;0;0;0;0;0;0;29.02;0;0;9.11;0;0;0;0;0;26.21
SF1F02688-5-1 Cluster_SF1F02688-5-1;3.6;17.34;16.31;4.98;9.61;36.16;9.57;0.99;2.9;2.93;1.98;0.39;18.43;4.5;0.05;8.7;2.92;2.43;1.19;8.27;20.34;1.82;2.01;43.14;3.49;3.4;17.72;0;3.53;20.42
SF1F02712-3-1;4.48;3.19;0;11.31;9.56;0;0.97;0.92;1.86;2.74;8.64;11.74;3.74;0;2.01;7.25;15.17;1.54;5.76;2.84;0;8.13;11.45;0;7.81;6.47;0.76;5.87;11.07;0.71
SF1F02747-3-1 Cluster_SF1F00595-3-1;271.5;177.92;0;177.49;161.9;0;113.66;133.72;227.85;77.98;43.12;132.98;165.59;170.29;194.05;161.11;148.96;69.83;215.29;269.41;0.52;130.03;168.33;0;135.6;136.31;176.85;142.34;144.12;29.23
SF1F02772-3-1;3.29;5.61;5.03;5.88;10.4;3.08;7.35;12.51;8.45;4.57;10.72;5.61;5.93;9.41;4.16;4.5;9.64;7.5;9.41;3.38;7.92;9.34;7.62;2.85;9.28;8.78;4.97;9.22;5.2;7.29
SF1F02804-5-1 Cluster_SF1F02708-3-1;1.1;2.63;0;7.6;66.19;0;3.3;0.43;1.44;9.43;10.01;9.69;1.32;3.84;0.35;119.89;3.94;1.19;2.23;0.7;0.17;10.39;17.59;0;0;1.2;0.53;7.21;11.8;4.13
SF1F02814-5-1;112.62;43.7;0;706.23;127.42;0;34.26;119.35;342.3;52.28;77.65;2.5;39.31;22.26;159.67;49.66;32.71;95.74;30.49;142.33;2.13;19.48;414.31;0;17.58;30.21;63.13;54.79;72.75;25.89
SF1F02836-5-1;3.91;5.07;0;3.33;3.16;0;4.85;3.44;3.51;1.81;5.73;4.02;3.72;2.17;4.21;4.87;3.21;1.03;1.93;4.31;0;3.27;5.97;0;1.02;1.62;4.45;2.34;3.93;0.35
SF1F02886-3-1;243.2;193.87;6.36;111.93;137.03;2.84;129.98;123.28;175.38;73.51;60.95;90.12;251.27;94.83;142.69;143.23;102.07;55.12;166.12;259.54;3.41;89.5;79.59;2.53;80.68;97.99;225.62;84.19;91.97;18.62
SF1F02973-3-1;20.42;73.9;0;58.78;33.09;0;16.34;47.84;46.32;63.47;66.28;98.45;41.8;30.41;132.39;21.17;50.81;80.76;53.41;16.45;0;58.89;33.23;0;143.19;37.02;50.68;112.49;59.44;2.81
SF1F02982-5-1;14.83;11.29;5.24;37.21;25.17;1.95;10.17;6.4;13.56;11.89;11.19;9.31;10.66;16.7;9.71;38.45;22.11;8.34;14.67;18.75;4.62;12.13;17.76;0.92;3.89;27.06;10.83;23.33;17.7;5.34
SF1F03048-5-1 Cluster_SF1F01772-3-1;10.3;11.06;0;9.05;1.44;0;1.62;4.35;6.68;1.59;2.98;0.49;11.67;1.9;11.08;4.71;0.6;3.02;2.84;11.52;0;1.83;4.48;0;4;1.31;10.35;2.28;2.84;0.17
SF1F03072-5-1;0;0;65.26;0;0;9.62;0;0;0.24;0;0;0.09;0;0;0;0;0;0;0;0;23.71;0;0;12.57;0;0;0;0;0;20.75
SF1F03103-3-1;0.16;0;0;35;41.36;0;0.24;1.03;2.48;51.82;16.97;98.25;0;0;0;24.18;74.73;18.57;4.66;0.46;0;33.53;38.19;0;0.43;1.26;0;28.96;47.04;4.53
SF1F03122-3-1;0;0;28.07;0;0;23.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25.07;0;0;29.44;0;0;0;0;0;28.72
SF1F03174-5-1 Cluster_SF1F03078-3-1;10.22;6.65;0;15.92;16.83;0;11.98;12.69;14.98;15.39;21.95;16.07;5.71;9.72;11.7;13.56;41.79;26.37;13.44;16.47;0;14.63;14.34;0;11.94;7.14;7.15;42.19;16.29;2.66
SF1F03213-5-1 Cluster_SF1F00784-3-1;20.83;5.89;0;3158.29;4221.31;0;2.68;5.4;0.77;76.98;64.72;0.98;12.75;1.98;0;4030.83;181;2.39;0.78;21.89;15.66;5.48;2564.61;0;1.44;0.98;40.74;76.63;13.83;638.9
SF1F03251-5-1;3.08;1.47;3.07;3.45;1.2;2.43;0.89;1.89;1.95;2.39;2.11;3.02;1.59;1.44;2.63;1.29;2.54;3.5;3.21;3.94;2.95;2.33;3.31;2.31;2.96;1.99;1.47;3.09;2.09;2.25
SF1F03300-3-1;44.51;28.66;0.13;185.37;147.46;0;29.25;45.86;79.67;132.06;228.08;249.46;14.05;71.29;48.35;69.72;250.23;177.96;100.78;50.48;0.11;187.84;190.5;0;65.23;50.23;28.33;168.73;164.93;22.35
SF1F03360-3-1;1.95;11.26;481.33;0.13;3.44;318;13.95;0.22;4.11;2.72;0;0.54;7.92;17.62;1.51;0.3;1.32;0;4.05;1.76;863.09;1.4;0.64;99.56;1.5;4.43;7.18;1.29;1.8;729.8
SF1F03387-5-1;27.03;44.04;1.84;10.84;20.07;1.02;27.93;6.1;18.07;14.72;6.54;3.52;56.72;19.71;1.74;26.7;13.25;3.92;11.16;28.61;5.25;8.41;11.97;0.16;2.65;9.86;40.38;5.57;19.96;3.16
SF1F03401-5-1 Cluster_SF1F00162-5-1;1.59;40.4;0;2.74;26.56;0;25.22;5.88;3.16;14.42;2.68;9.19;38.39;16.76;14.2;47.01;5.01;1.86;3.47;0.64;0;3.67;8.03;0;3.63;5.95;28.76;4.65;6.57;0.14
SF1F03409-5-1;0.63;1.82;0;0.73;2.05;0;1.43;0.09;0.15;1.31;0.88;1.26;1.42;0.94;1.6;1.69;0.69;1.81;0.21;0.78;0;0.63;0.89;0;0.44;0.46;2.11;0.34;0.79;0
SF1F03412-5-1 Cluster_SF1F03316-3-1;1.17;0;0;4.23;1.32;0;0;0;0;0.23;0;0.13;0;0;0;0.2;0;1.95;0;2.25;0;0.11;139.89;0;0;0;0;2.92;0.15;0.35
SF1F03456-5-1;1.38;17.77;785.86;1.51;16.17;316.25;27.83;0.58;1.55;18.59;1.1;6.02;23.49;13.49;0.61;16.71;6.31;0.81;3.46;1.25;768.34;4.76;2.75;140.86;0.58;3.69;17.6;1.81;8.24;651.74
SF1F03526-3-1 Cluster_SF1F00968-3-1;228.34;124.55;0;12.44;12.97;0;54.77;43.99;94.05;22.31;6.3;2.81;151.41;31.14;64.58;8.24;15.45;5.01;54.22;337.47;0;29.93;21.81;0;32.59;45.12;114.11;10.44;109.33;0.67
SF1F03593-5-1 Cluster_SF1F03593-5-1;0;0;22.92;0;0;44.16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21.76;0;0;26.7;0;0;0;0;0;22.62
SF1F03645-5-1 Cluster_SF1F02628-5-1;27.56;80.04;25.16;12.51;43.5;32.01;35.1;7.47;33.67;14.4;7.7;14.51;131.49;20.04;3.4;57.37;17.65;3.9;8.46;26.79;19.86;15.56;22.17;11.08;6.01;15.45;101.69;7.49;24.84;19.88
SF1F03682-3-1 Cluster_SF1F00064-3-1;0;0.09;12.52;0;0.11;83.65;0;0;0;0;0;0.15;0;0;0;0.05;0;0;0;0;36.55;0;0;34.07;0;0;0.07;0.22;0;30.38
SF1F03687-3-1;2.61;3.81;0;1.05;2.08;0;4.23;2.6;2.79;2.41;1.62;0.78;3.83;3.41;1.16;2.6;2.16;1.12;2.98;2.87;0;2.17;1.94;0;1.95;3.94;4.02;0.59;1.81;0.16
SF1F03688-3-1;5.02;1.82;0;76;13.66;0;4.25;3.71;6.2;24.89;47.4;45.21;2.45;4.35;3.73;12.48;29.5;76.02;10.22;4.5;0.45;31.38;48.01;0;5.12;5.81;2.26;57.13;36.41;5.43
SF1F03724-3-1 Cluster_SF1F03724-3-1;4.8;14.01;0;5.31;7.4;0;14.16;3.32;3.95;4.87;4.07;10.68;17.18;11.76;4.49;14.81;2.76;4.41;4.62;2.62;0;5.02;9.78;0;2.58;4.9;15.33;3.6;8.26;0.91
SF1F03749-5-1;0;0;0;8.43;8.12;0;0;1.86;3.17;13.76;14.23;14.18;0.43;0.67;0;5.15;10.06;4.58;0;0.81;0;7.25;13.22;0;0.79;1.26;0.56;10.57;13.9;1.61
SF1F03760-5-1;3.65;28.07;42.19;3.16;8.67;49.88;51.81;1.48;7.89;11.03;1.38;8.71;31.71;24.13;1.54;9.25;2.05;0.95;5.8;3.28;34.98;7.86;6.51;53.57;1.74;7.12;28.36;1.18;9.29;36.36
SF1F03816-5-1 Cluster_SF1F03720-3-1;8.04;7.03;0;2.69;10.37;0;6.9;6.27;6.66;5.51;10.72;11.99;3.61;5.56;12.21;8.13;8.7;4.67;6.7;10.9;0;4.75;7.66;0;8.19;5.19;7.45;13.33;7.57;0.54
SF1F03821-5-1 Cluster_SF1F03725-3-1;1.33;4.58;0;13.15;0.62;0;0;0.33;0;3.34;3.22;1.86;0;0;2.76;0.99;11.78;13.84;0.77;7.86;0;2.14;2.29;0;4.1;0.28;0.37;25.02;0.65;0
SF1F03822-5-1;2.28;2.38;0;3.49;3.48;0;0.61;2.3;2.37;6.01;4.74;5.25;0.61;0.58;1.35;1.68;2.21;5.74;2.61;0.68;0;2.67;5.5;0;2.05;2.36;1.28;2.09;3.47;0.78
SF1F03865-3-1 Cluster_SF1F03865-3-1;7.7;157.98;0;4.16;4.67;0;112.46;1.96;28.21;17.86;0.74;3.96;113.51;65.29;30.39;10.14;2.97;0.84;24.89;0.87;0;12.35;20.18;0;1.38;11.51;166.86;0.99;9.87;0.32
SF1F03955-5-1;7.03;4.37;0;4.34;4.5;0;3.55;5.93;8.01;6.91;3.53;2.93;4.49;5.54;6.64;4.17;5.53;3.91;8.65;7.87;0;4.83;4.82;0;4.79;11.01;4.31;5.68;4.17;0.37
SF1F03961-5-1 Cluster_SF1F03865-3-1;23.62;217.15;0;14.96;87.39;0;241.87;42.53;46.71;52.83;6.32;23.91;299.75;138.73;64;152.06;16.46;11.79;35.23;19.84;0;23.01;49.35;0;20.06;34.32;213.77;13.44;43.26;1.79
SF1F03981-5-1;1.95;7.95;0;124.66;298.3;0;1.04;6.03;1.66;159.15;126.84;22.94;0.39;0.3;0.39;344.12;248.57;67.57;2.84;1.23;0.47;16.68;118.87;0;2.28;0.92;4.77;117.48;31.01;25.71
SF1F04030-5-1 Cluster_SF1F00064-3-1;0;0;0.81;0;0;36.21;0;0;0;0;0;0.2;0;0;0;0;0;0;0;0;11.33;0;0;33.74;0;0;0;0;0;11.91
SF1F04099-3-1 Cluster_SF1F01131-5-1;191.51;260.28;0;55.49;57.19;0;508.96;180.52;67.81;81.52;38.47;21.52;34.11;159.54;284.32;64.97;7.43;38.21;55.47;215.99;0.53;30.23;243.49;0;86.97;18.09;229.42;64.9;60.42;34.66
SF1F04152-5-1 Cluster_SF9L07627;0;0;97.36;0;0;27.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;105.91;0;0;29.18;0;0;0;0;0;84.11
SF1F04160-5-1;1.38;0.45;2.35;89.13;212.68;1.55;0;5.36;0.98;90.23;179.01;43.1;0;0;0;189.09;180.9;19.76;4.78;0;0.82;35.11;29.58;3.24;2.39;4.56;0;163.5;110.76;6.58
SF1F04176-5-1;1.31;0.43;0;20.69;10.56;0;0.66;0.32;1.27;10.84;8.45;19.26;0.33;0.41;0.79;12.11;9.39;10.06;1.45;0.48;0;9.86;19.02;0;0.6;0.95;0.41;11.34;7.46;1.81
SF1F04232-3-1;40.35;44.7;0;23.31;26.88;0;19.82;12.19;22.66;12.35;15.26;14.26;28.77;9.29;20.45;25.09;18.53;7.75;18.08;19;0;12.56;12.08;0;12.68;6.31;22.57;8.04;16.09;4.15
SF1F04243-3-1 Cluster_SF1F03335-3-1;0;0;1.11;0;0;0.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.99;0;0;0.39;0;0;0;0;0;0.31
SF1F04267-3-1;7.84;27.86;0;9.74;12.49;0;7.52;0;1.37;4.76;0;0.97;38.54;1.72;0;7.01;6.34;0;0;7.01;0;4.14;8.6;0;1.36;0.72;30.25;0;12.12;0.93
SF1F04315-3-1 Cluster_SF1F04315-3-1;23.24;12.88;0;9.84;10.66;0;11.69;5.28;16.35;16.36;3.8;5.73;6.6;13.37;8.17;6.29;8.67;8.79;14.12;24.41;0;10.05;12.95;0;12.55;11.89;10.66;18.01;14.4;1.68
SF1F04325-5-1;13.23;101.44;0;12.13;57.5;0;43.61;5.38;27.58;26.88;9.57;6.73;85.25;34.64;4.48;106.36;40.11;4.45;26.15;13.72;0.09;15.46;20.98;0;3.48;14.97;89.24;9.28;14.44;1.45
SF1F04326-5-1;0;0.05;38.78;0;0;44.72;0.06;0;0.05;0;0;0.03;0.03;0;0.09;0;0.06;0;0;0;80.86;0.09;0;43.38;0;0;0;0;0;78.18
SF1F04328-5-1;16.46;8.01;0;23.25;12.73;0;6.95;3.77;4.72;15.64;12.43;6.93;11.93;2.7;1.24;14.84;19.84;12.76;5.58;17.82;0;5.08;9.92;0;1.06;1.49;8.98;6.53;12.21;2.68
SF1F04339-5-1;8.18;13.08;1.58;15.8;16.03;0.24;12.11;21.76;8.99;9.6;19;11.11;29.53;11.1;16.51;26.32;8.84;26.36;11.19;7.91;0.89;15.41;9.81;0.25;13.21;14.74;20.19;10.32;5.82;1.11
SF1F04363-5-1 Cluster_SF1F04363-5-1;4.95;34.09;106.97;10.69;26.76;15.35;6.34;0.3;1.85;7.53;0.1;4.23;44.85;0.95;0.08;14.79;8.38;0.26;0.82;9.11;39.73;3.69;9.53;8.81;0.49;0.93;30.98;0.48;13.13;37.33
SF1F04371-5-1 Cluster_SF1F04371-5-1;0.57;24.62;0;0.48;0;0;5.14;0.24;0;0;0;0.19;10.28;1.29;0;0.77;0;0;1.14;0.42;0;0;3.73;0;0;0.63;4.03;0;0.24;0
SF1F04386-5-1;9.86;26.34;8.21;18.39;30.02;2.99;21.23;37.85;32.08;43.48;34.73;22.75;33.53;28.23;27.28;52.7;54.21;32.6;35.32;16.17;3.84;28.89;13.78;2.97;24.77;20.86;24.51;44.22;31.62;4.07
SF1F04403-5-1 Cluster_SF1F04307-3-1;0;0;2.87;0;0;1.62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.88;0;0;3.47;0;0;0;0;0;2.24
SF1F04411-5-1;12.61;24.88;14.31;13.43;27.25;38.19;22.47;2.21;16.86;21.5;5.49;7.01;20.78;22.63;0.45;25.64;22.16;3.6;17.66;22.35;22.33;17.67;36.02;31.01;2.55;63.2;22.26;6.37;21.42;20.99
SF1F04413-5-1 Cluster_SF1F03546-3-1;95.05;72.65;0;65.22;79.4;0;23.31;72.27;46.06;55.62;53.18;36.88;79.77;9.81;94.07;98.55;54.33;70.78;41.1;88.01;0.06;36.52;48.8;0;50.02;14.09;75.96;98.29;52.87;4.26
SF1F04417-3-1 Cluster_SF1F02141-3-1;48.56;40.59;0;86.84;100.86;0;28.81;3.61;51.81;20.74;40.1;5.27;27.02;30.82;56.1;49.77;41.13;100.84;58.52;13.15;0;78.65;87.08;0;5.6;15.54;37.53;152.54;108.98;17.84
SF1F04434-3-1;7.08;2.12;0;9.55;4.51;0.05;3.75;11.21;6.85;4.64;8.36;9.72;1.66;3.63;6.91;2.03;4.96;7.45;8.39;6.86;0;8.47;7.36;0;9.69;7.01;2.52;12.22;7.36;0.71
SF1F04455-3-1 Cluster_SF1F02966-3-1;0.45;1.01;0;0.32;0.43;0;0.52;4.09;1.09;2.58;0.27;0.13;1.12;1.04;8.88;0.69;0.26;0.12;1.52;0.39;0;0.9;0.19;0;13.04;1.77;1.11;0.09;0.53;0.03
SF1F04504-3-1 Cluster_SF9L00211;33.95;18.43;1625.4;4.73;2.55;626.1;23.68;61.2;60.89;12.65;2.86;3.57;16.57;36.8;121.88;2.25;5.17;7.41;50.19;47.29;1355.38;23.48;5.92;505.95;50.06;31.88;19.65;4.64;14.32;1050.21
SF1F04580-5-1 Cluster_SF1F04484-3-1;0.9;0.29;0;7.19;1.46;0;0;0;0;2.79;2.64;2.74;0;0;2.04;2.17;5.55;2.87;0.84;4.26;0;3.67;8.36;0;2.68;0.66;0;7.68;3.8;0.22
SF1F04631-3-1 Cluster_SF1F04631-3-1;7.77;8.51;0;6.49;15.5;0;3.54;2.83;1.64;3.05;1.92;3.12;11.01;0.7;5.69;5.24;3.78;6.41;2.6;12.91;0;1.3;2.29;0;1.99;2.3;9.84;1.22;1.84;0
SF1F04682-3-1;57.4;40.05;0;46.33;36.12;0;19.99;41.76;52.63;48.75;51.62;63.4;16.92;16.09;117.71;20.57;54.29;60.43;59.62;31.25;0;49.19;45.97;0;49.02;31.72;20.15;95.3;49.95;4.12
SF1F04684-3-1;42.59;37.69;0;46.64;22.06;0;20.77;17.01;20.6;18.18;20.53;25.52;21.9;13.91;71.49;13.43;24.17;32.39;27.78;37.05;0.17;30.09;40.9;0;35.46;14.88;22.64;26.75;41.12;4.56
SF1F04738-5-1 Cluster_SF1F02386-3-1;37.7;17.01;0;164.56;462.58;0.09;18.7;44.09;28.53;215.1;281.54;254.92;9.06;6.92;56.89;716.87;471.79;174.75;39.58;106.14;0.41;137.25;148.61;0;65.83;10.36;19.06;384.78;148.73;26.97
SF1F04760-5-1 Cluster_SF9L00662;89.31;191.52;0;3.66;0;0;219.11;18.08;71.3;40.18;0;0;262.58;41.44;0;0;0;0;24.08;159.35;0;13.55;19.5;0;9.36;24.06;171.12;0;69.65;0
SF1F04805-3-1 Cluster_SF9L02648;610.84;236.15;0.52;1223.38;373.36;0.09;223.9;577.83;535.5;691.05;710.11;820.63;178.66;297.8;1090.58;443.16;814.73;1138.8;537.62;869.01;2.37;500.63;734.62;0;1135.76;264.61;296.06;1293.82;549.35;103.95
SF1F04834-3-1;1.13;0.82;0;1.07;0.67;0;0.31;0.26;0.75;0.77;1.04;0.72;0.6;0;0.52;0.45;2.2;3.1;0.2;4.27;0;1.23;2.86;0;0.57;0.15;0.1;3.31;1.33;0
SF1F04930-5-1;33.12;16.79;0;20.24;3.33;0;8.96;6.42;18.97;11.44;3.92;10.81;14.81;4.15;28.88;3.21;16.87;17.17;15.56;46.75;0.11;11.37;17.47;0;21.15;4.54;10.59;20.88;15.16;2
SF1F04985-5-1;38.2;78.99;4.98;29.01;75.28;5.64;152.5;59.28;71.3;62.52;45.73;15.03;123.84;88.2;17.29;133.63;68.11;15.13;55.26;46.83;1.55;39.52;31.87;7.65;17.78;57.84;85.47;25.85;59.48;4.55
SF1F05003-3-1 Cluster_SF1F05003-3-1;0;5.71;0;0;0;0;3.37;0;0.62;1.07;0;0;1.68;0.78;0;0;0;0;1.75;0;0;0;0;0;1.23;1.3;3.4;0;0;0
SF1F05026-3-1 Cluster_SF1F02131-3-1;394.07;248.49;0;352.84;88.24;0;141.68;36.04;380.84;112.44;49.24;57.88;279.62;144.24;112.75;73.93;103.91;127.35;337.81;544.86;1.07;175.84;227.78;0;68.24;117.09;199.11;95.42;160.44;25.68
SF1F05062-3-1 Cluster_SF1F00064-3-1;1482.75;2153.53;0.65;1377.73;1924.98;0.52;1176.61;412.39;696.36;652.96;283.78;178.31;3104.07;549.84;656.54;2816.65;667.26;333.29;631.35;1677.54;4.33;358.5;1268.99;0.11;699.39;489.34;2465.36;369.19;751.4;227.53
SF1F05063-3-1;6.31;1.62;0;5.57;5.61;0;1.86;4.39;4.11;3.53;3.07;5.2;2.31;2.9;5.05;2.11;1.67;4.31;4.07;7.2;0;4.81;4.64;0;4.83;3;1.56;3.91;4.46;0.39
SF1F05070-3-1 Cluster_SF1F05070-3-1;34.15;12.66;0;71.57;11.13;0;15.7;40.67;56.2;9.86;34.81;14.2;11.08;20.84;75.29;7.56;31.47;20.34;29.45;46.26;0;14.57;28.84;0;23.8;25.82;13.05;36.81;15.56;2.44
SF1F05092-5-1;0.46;22.59;0;0;11.92;0;6.45;0;0;4.55;0;0;11.07;0.82;0;9.54;0.76;0;0;0;0;0.56;3.12;0;2.6;0.34;18.08;0;1.19;0
SF1F05100-5-1;0.31;0;0;4.11;0.06;0;0.47;16.37;0.31;0.4;5.28;0.17;0.18;0.19;0;0.08;0.17;0.15;0.34;1.4;0;0.27;0.21;0;1.49;0.28;0.07;1.91;0.67;0
SF1F05142-5-1;0;0;0;0;18.01;0;0;0;0;4.66;3.08;4.84;0;0;0;10.62;9.04;0;0;0;0;1.15;0;0;0;0;0;0;0;0
SF1F05148-5-1 Cluster_SF1F02053-5-1;0;0;3.79;0;0;3.9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.48;0;0;4.01;0;0;0;0;0;3.11
SF1F05151-5-1;1.39;9.42;2.56;1.33;1.11;1.67;2.8;0.26;1.79;3.45;0.8;1.06;3.83;1.64;0;3.55;3.5;1.78;0.92;4.55;2.4;0.74;1.11;1.91;1.29;0.79;2.35;0.49;1.04;1.24
SF1F05159-5-1;3.73;4.3;36.89;0.56;5;28.74;2.21;4.84;5.65;2.82;4.36;3.16;5.02;5.2;0.81;4.07;1.87;2.07;3.57;2.4;10.61;4.02;1.76;9.77;1.13;2.5;4.8;2.6;3.82;7.89
SF1F05181-5-1;3.3;5.52;0;14.11;13.22;0;1.99;2.75;2.62;5.61;4.82;2.05;6.14;2.2;0;5.84;7.66;4.7;2.31;7.61;0.1;2.07;14.5;0;0.22;6;5.54;2.75;5.2;1.45
SF1F05191-3-1;0;0;45.02;0;0;21.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23.44;0;0;44.44;0;0;0;0;0;32.6
SF1F05201-3-1 Cluster_SF1F05201-3-1;0.62;1.94;5.55;0.54;1.52;3.93;0.94;0.17;0.61;2.33;0.87;0.07;1.79;0.93;0;2.05;1.03;0;0.62;1.7;6.77;0.81;0.88;3.7;0.14;3.57;1.78;0.67;0.87;6.73
SF1F05288-5-1;0;10.17;0;8.08;218.58;0;14.5;0.98;1.68;95.95;22.99;42.32;0;12.63;0;688.73;13.36;2.42;3.56;0;0.7;42.01;18.05;0;1.67;3;22.61;5.58;38.18;8.48
SF1F05297-5-1 Cluster_SF1F05201-3-1;0.62;4.76;0;1.61;4.04;0;1.65;0.65;2.04;1.94;0.52;0.54;3.64;1.66;0;2.07;0.77;0.66;0.93;0.92;0;1.13;1.5;0;0;4.92;3.27;0.5;1.18;0
SF1F05299-5-1;3.03;3.82;0;0.52;0.49;0;1.38;2.89;3.96;1.51;0.76;0.53;3.54;1.86;2.28;0.33;0.75;1.29;7.18;0.45;0;1.46;1.28;0;0.21;2.33;4.19;1.95;2.42;0
SF1F05305-5-1 Cluster_SF1F05209-3-1;0;0;0;2.89;1.28;0;0;0;0;0;2.91;4.66;0;0;0;12.03;6.84;0;0;0;0;6.51;7.23;0;0;0;0;0;3.95;0
SF1F05313-5-1 Cluster_SF1F05217-3-1;349.76;100.74;0;104.45;102.23;0.29;466.05;158.04;1236.12;368.26;82.18;862.69;87.19;634.01;253.76;63.53;478.51;314.37;895;445.28;0.63;647.09;98.96;0.31;149.25;421.67;100.94;153.29;648.43;10.34
SF1F05347-5-1 Cluster_SF1F01131-5-1;11.12;22.73;34.61;14.11;42.08;30.84;49.97;15.63;3.69;14.27;9.62;9.22;8.35;29.19;24.41;71.49;3.75;2.76;2.64;12.71;98.85;8.32;34;23.75;3.48;5.15;15.58;18.46;14.34;123.62
SF1F05349-5-1 Cluster_SF1F05253-3-1;6.59;124.58;0;3.4;63.68;0;49.03;3.15;5.24;13.52;1.9;2.96;90.79;64.9;10.77;58.21;7.52;2.28;5.95;4.25;0;4.88;15.37;0;10.59;6.25;119.11;3.12;11;1.33
SF1F05350-5-1 Cluster_SF1F05254-3-1;0;0;123.19;0;0;76.13;0;0;0;0;0;0.81;0;0;0.08;0;0;0;0;0;129.78;0;0;55.6;0;0;0;0;0;130.35
SF1F05399-3-1;12.03;7.34;0;12.71;16.4;0;2.73;0.68;17.27;20.3;2.78;7.15;7.29;18.41;0.11;10.34;18.75;1.51;18.9;17.6;0;15.47;49.75;0;0.66;75.11;9.91;0.76;18.87;2.3
SF1F05413-3-1;2.74;1.43;0;5.49;2.65;0;0;0.45;0.78;6.73;1.82;2.19;0;0;5.19;0.84;2.23;2.24;2.19;6.32;0;3.01;1.94;0;1.54;0.82;0;1.72;0.47;0.52
